CD_MUN;NM_MUN;V00001;V00002;V00003;V00004;V00005;V00006;V00007;V00008;V00009;V00010;V00011;V00012;V00013;V00014;V00015;V00016;V00017;V00018;V00019;V00020;V00021;V00022;V00023;V00024;V00025;V00026;V00027;V00028;V00029;V00030;V00031;V00032;V00033;V00034;V00035;V00036;V00037;V00038;V00039;V00040;V00041;V00042;V00043;V00044;V00045;V00046;V00047;V00048;V00049;V00050;V00051;V00052;V00053;V00054;V00055;V00056;V00057;V00058;V00059;V00060;V00061;V00062;V00063;V00064;V00065;V00066;V00067;V00068;V00069;V00070;V00071;V00072;V00073;V00074;V00075;V00076;V00077;V00078;V00079;V00080;V00081;V00082;V00083;V00084;V00085;V00086;V00087;V00088;V00089
3500105;Adamantina;13567;0;38;13567;34506;5;43;3496;0;0;16605;4;19;17901;0;21;2863;4527;3297;1998;626;103;11;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;12928;186;422;6;0;0;0;0;0;0;0;0;20;0;0;0;0;0;4;3;11;0;0;34506;3496;16605;17901;2863;4527;3297;1998;626;103;11;0;0;0;33238;498;732;3354;74;51
3500204;Adolfo;1650;0;0;1650;4351;0;0;529;0;0;2153;0;0;2198;0;0;285;574;416;231;100;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1627;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4351;529;2153;2198;285;574;416;231;100;20;0;0;0;0;4298;53;0;523;0;0
3500303;Aguaí;11480;0;54;11480;32008;4;54;4029;0;0;15851;0;21;16157;0;33;2107;3353;2864;1920;776;265;60;11;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;0;0;0;0;0;0;11322;4;121;14;0;0;0;0;0;0;0;0;54;0;0;0;0;0;0;0;0;0;0;32008;4029;15851;16157;2107;3353;2864;1920;776;265;60;11;0;0;31678;36;241;3995;6;15
3500402;Águas da Prata;2830;0;99;2830;7262;5;99;762;0;0;3507;3;23;3755;0;76;615;948;654;395;136;32;6;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;0;0;0;0;0;0;0;0;2721;11;92;0;0;0;0;0;0;0;0;0;99;0;0;0;0;0;0;0;0;0;0;7262;762;3507;3755;615;948;654;395;136;32;6;0;0;0;7039;18;188;731;0;23
3500501;Águas de Lindóia;6799;0;116;6799;17806;0;124;1738;0;6;8661;0;60;9145;0;64;1388;2226;1640;973;362;91;12;0;0;0;0;0;0;0;0;0;0;0;0;0;111;3;0;0;0;0;0;0;0;0;5942;79;764;0;0;0;0;0;0;0;0;0;90;0;0;0;5;0;21;0;0;0;0;17806;1738;8661;9145;1388;2226;1640;973;362;91;12;0;0;0;15989;254;1552;1576;25;126
3500550;Águas de Santa Bárbara;2707;0;0;2707;7149;4;0;835;0;0;3559;3;0;3590;0;0;514;950;603;388;156;53;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2620;60;13;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7149;835;3559;3590;514;950;603;388;156;53;6;0;0;0;6951;154;29;818;17;0
3500600;Águas de São Pedro;1153;0;0;1153;2779;0;0;217;0;0;1289;0;0;1490;0;0;272;438;258;117;37;12;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;938;3;210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2779;217;1289;1490;272;438;258;117;37;12;3;0;0;0;2382;6;388;199;0;14
3500709;Agudos;12933;27;138;12933;37404;71;138;4850;8;3;18287;37;69;19117;28;69;1972;3743;3304;2411;926;323;103;21;3;0;10;7;3;3;0;0;0;0;0;0;138;0;0;0;0;0;0;0;0;0;12784;25;106;3;0;0;27;0;0;0;0;0;87;0;0;0;7;33;0;0;11;0;0;37404;4850;18287;19117;1972;3743;3304;2411;926;323;103;21;3;0;37078;49;241;4807;0;24
3500758;Alambari;2139;0;4;2139;6131;0;8;785;0;0;3094;0;4;3037;0;4;305;630;592;384;133;45;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1942;196;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;6131;785;3094;3037;305;630;592;384;133;45;7;0;0;0;5542;587;0;713;70;0
3500808;Alfredo Marcondes;1726;0;13;1726;4432;0;13;491;0;0;2200;0;10;2232;0;3;338;598;410;258;83;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;1726;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;4432;491;2200;2232;338;598;410;258;83;9;0;0;0;0;4432;0;0;491;0;0
3500907;Altair;1278;0;11;1278;3439;0;11;434;0;0;1745;0;6;1694;0;5;260;370;314;210;88;13;6;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;1271;0;0;5;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;3439;434;1745;1694;260;370;314;210;88;13;6;0;0;0;3426;0;0;434;0;0
3501004;Altinópolis;6076;0;19;6076;16768;3;22;2052;0;0;8261;3;14;8507;0;8;1062;1814;1563;1058;398;93;14;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;6036;10;28;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;4;0;0;0;0;16768;2052;8261;8507;1062;1814;1563;1058;398;93;14;0;0;0;16699;18;49;2048;0;0
3501103;Alto Alegre;1515;0;0;1515;3831;0;0;355;0;0;1923;0;0;1908;0;0;276;567;374;208;61;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1509;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3831;355;1923;1908;276;567;374;208;61;7;0;0;0;0;3817;14;0;352;3;0
3501152;Alumínio;5941;0;24;5941;17263;0;24;2249;0;4;8582;0;8;8681;0;14;901;1608;1585;1154;453;134;25;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;5840;39;56;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;7;0;0;17263;2249;8582;8681;901;1608;1585;1154;453;134;25;0;0;0;17005;115;134;2220;12;14
3501202;Álvares Florence;1530;7;0;1530;3897;14;0;353;0;0;1974;7;0;1923;7;0;293;557;375;204;73;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1530;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3897;353;1974;1923;293;557;375;204;73;6;0;0;0;0;3897;0;0;353;0;0
3501301;Álvares Machado;9869;0;39;9869;27208;4;42;3536;0;0;13215;0;9;13993;0;28;1694;3006;2458;1780;650;140;20;3;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;9158;277;422;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;27208;3536;13215;13993;1694;3006;2458;1780;650;140;20;3;0;0;25391;790;1021;3268;124;136
3501400;Álvaro de Carvalho;1168;0;1657;1168;3151;0;1657;390;0;0;1573;0;1656;1578;0;0;281;322;239;175;74;23;14;0;0;0;0;0;0;0;0;0;0;0;0;0;1657;0;0;0;0;0;0;0;0;0;1168;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1646;5;0;0;0;0;0;0;3151;390;1573;1578;281;322;239;175;74;23;14;0;0;0;3151;0;0;390;0;0
3501509;Alvinlândia;1007;0;0;1007;2885;0;0;356;0;0;1427;0;0;1458;0;0;169;272;254;195;74;24;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2885;356;1427;1458;169;272;254;195;74;24;6;0;0;0;2881;3;0;356;0;0
3501608;Americana;89200;3;515;89200;236501;38;618;25542;0;26;114129;8;289;122372;8;320;16222;28924;23063;14603;4378;985;145;11;0;4;0;0;0;0;0;0;0;0;0;0;473;12;9;7;4;3;0;0;0;0;64724;1416;22875;49;0;3;3;0;0;0;0;0;374;30;29;13;12;8;0;6;41;0;0;236501;25542;114129;122372;16222;28924;23063;14603;4378;985;145;11;0;4;178323;4379;53527;18039;529;6837
3501707;Américo Brasiliense;11402;3;76;11402;32901;10;86;4069;0;0;16234;7;54;16667;0;27;1833;3030;3085;2184;825;263;58;5;0;0;0;0;0;0;0;0;0;0;0;0;66;10;0;0;0;0;0;0;0;0;11256;37;91;3;0;0;0;0;0;0;0;0;29;6;3;0;29;0;0;5;4;0;0;32901;4069;16234;16667;1833;3030;3085;2184;825;263;58;5;0;0;32578;95;206;4026;5;28
3501806;Américo de Campos;2361;0;0;2361;5868;0;0;572;0;0;2852;0;0;3016;0;0;550;806;538;317;100;25;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5868;572;2852;3016;550;806;538;317;100;25;3;0;0;0;5867;0;0;572;0;0
3501905;Amparo;24489;3;138;24489;67681;11;234;7302;0;23;32878;3;131;34803;3;97;4054;7577;6459;4113;1447;472;60;24;0;0;0;0;0;0;0;0;0;0;0;0;113;5;7;5;0;0;0;0;0;0;21771;406;2226;39;0;0;0;0;0;0;0;0;7;27;6;0;57;0;4;22;15;0;0;67681;7302;32878;34803;4054;7577;6459;4113;1447;472;60;24;0;0;61163;1276;5074;6454;161;612
3502002;Analândia;1679;0;5;1679;4580;0;5;591;0;0;2299;0;3;2281;0;0;311;523;375;307;100;27;4;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;1656;20;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;4580;591;2299;2281;311;523;375;307;100;27;4;0;0;0;4517;57;3;586;5;0
3502101;Andradina;21911;3;99;21911;57887;9;114;6652;0;9;27842;4;82;30045;0;32;4255;7069;5362;3463;1206;307;31;3;4;0;0;0;0;0;0;0;0;0;0;0;99;0;0;0;0;0;0;0;0;0;21355;145;375;7;0;0;0;3;0;0;0;0;48;13;0;0;0;38;0;0;0;0;0;57887;6652;27842;30045;4255;7069;5362;3463;1206;307;31;3;4;0;56681;402;750;6504;45;82
3502200;Angatuba;8488;0;64;8488;23937;0;64;3161;0;7;11992;0;45;11945;0;16;1375;2580;2129;1479;605;177;27;10;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;8436;4;33;0;0;0;0;0;0;0;0;0;19;3;0;0;0;0;0;33;9;0;0;23937;3161;11992;11945;1375;2580;2129;1479;605;177;27;10;0;0;23837;24;62;3154;0;0
3502309;Anhembi;2046;0;0;2046;5631;18;0;733;0;0;2840;9;0;2791;0;0;376;670;453;308;121;32;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5631;733;2840;2791;376;670;453;308;121;32;0;3;3;0;5565;8;57;723;0;8
3502408;Anhumas;1481;0;22;1481;4001;0;22;504;0;0;1958;0;13;2043;0;9;266;458;379;242;85;14;4;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;1481;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;4001;504;1958;2043;266;458;379;242;85;14;4;0;0;0;4001;0;0;504;0;0
3502507;Aparecida;11364;0;178;11364;32345;12;189;3763;0;0;15530;7;55;16815;3;126;2167;3118;2765;1929;790;301;72;28;0;6;0;0;0;0;0;0;0;0;0;0;173;0;0;0;0;0;0;0;0;0;9558;219;1563;3;0;0;0;0;0;0;0;0;81;17;9;0;60;0;0;0;6;0;0;32345;3763;15530;16815;2167;3118;2765;1929;790;301;72;28;0;6;28045;594;3691;3209;80;439
3502606;Aparecida d'Oeste;1616;0;22;1616;4064;0;22;409;0;0;2009;0;16;2055;0;6;335;583;368;227;58;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;1614;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;4064;409;2009;2055;335;583;368;227;58;16;0;0;0;0;4060;0;0;409;0;0
3502705;Apiaí;8814;12;37;8814;24475;37;47;3196;4;0;12229;16;26;12246;15;21;1556;2546;2322;1471;601;123;22;0;0;0;5;3;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;8690;4;98;4;0;0;12;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;24475;3196;12229;12246;1556;2546;2322;1471;601;123;22;0;0;0;24174;27;239;3155;0;31
3502754;Araçariguama;7395;3;51;7395;21445;8;51;3161;0;0;10755;3;26;10690;5;25;1209;2040;1912;1324;523;210;46;14;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;7043;147;188;6;0;0;0;3;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;21445;3161;10755;10690;1209;2040;1912;1324;523;210;46;14;0;0;20490;433;496;3033;52;60
3502804;Araçatuba;77766;30;189;77766;199516;56;249;22137;0;0;94775;30;126;104741;13;116;16660;25168;18803;11852;3541;791;91;6;0;0;19;5;0;0;0;0;0;0;0;0;185;0;0;0;0;0;0;0;0;0;61602;3054;12972;27;0;0;30;0;0;0;0;0;121;13;15;0;20;5;6;9;0;0;0;199516;22137;94775;104741;16660;25168;18803;11852;3541;791;91;6;0;0;163062;8324;27960;17508;1173;3381
3502903;Araçoiaba da Serra;11775;0;93;11775;32316;0;112;3491;0;0;16065;0;50;16251;0;62;1931;3909;2886;1915;691;178;43;3;0;0;0;0;0;0;0;0;0;0;0;0;93;0;0;0;0;0;0;0;0;0;10997;734;13;0;0;5;0;0;0;0;0;0;35;0;0;0;11;0;0;47;0;0;0;32316;3491;16065;16251;1931;3909;2886;1915;691;178;43;3;0;0;30257;1975;45;3288;184;0
3503000;Aramina;2001;3;0;2001;5404;14;0;618;0;0;2633;3;0;2771;7;0;374;625;498;322;118;30;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1995;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5404;618;2633;2771;374;625;498;322;118;30;6;0;0;0;5390;6;0;617;0;0
3503109;Arandu;2375;0;59;2375;6804;0;59;930;0;0;3417;0;30;3387;0;29;405;678;578;410;178;48;15;3;0;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;2356;14;0;0;0;0;0;0;0;0;0;0;53;0;0;0;0;0;0;0;6;0;0;6804;930;3417;3387;405;678;578;410;178;48;15;3;0;0;6763;37;0;927;0;0
3503158;Arapeí;885;0;0;885;2330;0;0;246;0;0;1148;0;0;1182;0;0;199;261;215;125;54;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;880;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2330;246;1148;1182;199;261;215;125;54;11;0;0;0;0;2315;0;15;246;0;0
3503208;Araraquara;92504;11;1323;92504;240399;41;1396;26942;0;24;114811;17;1066;125588;9;319;18844;29826;23228;13957;4488;1044;191;26;15;6;5;0;0;0;0;0;0;0;0;0;1290;8;0;6;0;3;0;0;0;0;74727;3197;14444;3;0;0;3;0;0;7;0;0;286;3;70;877;24;9;15;10;24;0;0;240399;26942;114811;125588;18844;29826;23228;13957;4488;1044;191;26;15;6;201788;8880;29630;22347;1179;3311
3503307;Araras;47968;0;183;47968;130510;16;208;14944;0;10;63140;3;87;67370;4;119;8455;14653;12715;8044;2632;700;126;9;0;0;0;0;0;0;0;0;0;0;0;0;180;0;0;0;0;0;0;0;0;0;41043;1145;5699;8;0;0;0;0;0;0;0;0;139;9;0;0;8;0;0;17;10;0;0;130510;14944;63140;67370;8455;14653;12715;8044;2632;700;126;9;0;0;113990;3374;13080;12599;439;1828
3503356;Arco-Íris;731;0;0;731;2037;0;0;264;0;0;1029;0;0;1008;0;0;117;227;171;129;49;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2037;264;1029;1008;117;227;171;129;49;7;3;0;0;0;2033;4;0;262;0;0
3503406;Arealva;3075;0;32;3075;8085;0;34;899;0;0;4018;0;27;4067;0;7;604;1029;710;454;153;35;9;3;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;3015;55;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;13;0;0;0;8085;899;4018;4067;604;1029;710;454;153;35;9;3;0;0;7940;142;0;884;14;0
3503505;Areias;1227;0;31;1227;3498;0;70;456;0;0;1766;0;25;1732;0;41;216;347;303;206;95;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;11;0;4;0;0;0;0;0;0;1225;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;3498;456;1766;1732;216;347;303;206;95;21;0;0;0;0;3495;0;0;456;0;0
3503604;Areiópolis;3400;0;0;3400;10113;16;0;1317;0;0;5100;6;0;5013;10;0;451;934;926;648;266;94;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3390;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10113;1317;5100;5013;451;934;926;648;266;94;16;0;0;0;10085;12;0;1315;0;0
3503703;Ariranha;2874;0;0;2874;7596;3;0;782;0;0;3772;0;0;3824;0;0;550;906;741;452;157;30;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7596;782;3772;3824;550;906;741;452;157;30;5;0;0;0;7596;0;0;782;0;0
3503802;Artur Nogueira;18150;0;30;18150;51419;0;30;6464;0;0;25319;0;13;26100;0;14;2797;5382;4855;3280;1182;351;60;13;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;17541;554;33;5;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;3;0;0;51419;6464;25319;26100;2797;5382;4855;3280;1182;351;60;13;0;0;49644;1666;88;6235;206;14
3503901;Arujá;29334;0;53;29334;86539;0;102;11165;0;0;41991;0;47;44548;0;49;4529;7777;7563;5736;2339;763;251;51;6;8;0;0;0;0;0;0;0;0;0;0;30;3;12;4;0;0;0;0;0;0;26471;1216;1439;96;0;51;0;0;0;0;0;0;22;0;5;0;0;0;0;23;3;0;0;86539;11165;41991;44548;4529;7777;7563;5736;2339;763;251;51;6;8;79048;3619;3412;10219;396;437
3503950;Aspásia;679;0;0;679;1839;3;0;218;0;0;914;3;0;925;0;0;105;226;188;103;39;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;679;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1839;218;914;925;105;226;188;103;39;10;0;0;0;0;1839;0;0;218;0;0
3504008;Assis;38160;0;1456;38160;99859;31;1467;11443;0;0;47391;7;1390;52468;9;70;7756;12220;9291;5915;2076;465;70;0;0;0;0;0;0;0;0;0;0;0;0;0;1448;3;0;0;0;0;0;0;0;0;34540;735;2829;7;0;0;0;0;0;0;0;0;126;3;6;1308;9;0;0;0;0;0;0;99859;11443;47391;52468;7756;12220;9291;5915;2076;465;70;0;0;0;92017;1968;5805;10531;293;569
3504107;Atibaia;56506;3;367;56506;157753;12;405;19256;0;15;76331;8;158;81422;0;241;9546;17600;13670;9831;3573;1074;263;33;4;11;0;0;0;0;0;0;0;0;0;0;329;32;0;0;0;0;0;0;0;0;47583;4380;4307;91;0;3;3;0;0;0;0;0;237;3;0;0;23;47;0;35;20;0;0;157753;19256;76331;81422;9546;17600;13670;9831;3573;1074;263;33;4;11;135064;12030;10277;16180;1594;1326
3504206;Auriflama;5393;0;27;5393;13662;3;27;1479;0;0;6732;0;19;6930;0;8;1109;1815;1360;813;200;33;6;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;5290;0;103;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;13662;1479;6732;6930;1109;1815;1360;813;200;33;6;0;0;0;13446;0;216;1451;0;28
3504305;Avaí;1642;0;0;1642;4455;0;0;600;0;0;2211;0;0;2244;0;0;307;523;401;255;89;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4455;600;2211;2244;307;523;401;255;89;26;0;0;0;0;4447;8;0;599;0;0
3504404;Avanhandava;3537;0;0;3537;9978;16;20;1319;0;0;4928;4;20;5050;7;0;636;1002;865;628;267;86;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9978;1319;4928;5050;636;1002;865;628;267;86;11;0;0;0;9962;16;0;1315;0;0
3504503;Avaré;33459;38;643;33459;90508;127;666;11589;25;3;43809;67;621;46699;57;39;6457;10367;8221;5200;2014;559;115;31;4;0;7;6;4;5;3;0;0;0;0;0;642;0;0;0;0;0;0;0;0;0;31997;525;771;105;0;0;4;0;24;0;0;0;45;19;5;561;9;4;0;0;0;0;0;90508;11589;43809;46699;6457;10367;8221;5200;2014;559;115;31;4;0;87527;1239;1432;11283;125;95
3504602;Bady Bassitt;9957;0;4;9957;27246;8;4;3596;0;0;13357;7;4;13889;0;0;1598;3186;2610;1718;579;138;26;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;9451;361;123;3;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;27246;3596;13357;13889;1598;3186;2610;1718;579;138;26;0;0;0;25982;975;253;3406;147;22
3504701;Balbinos;539;0;0;539;1358;0;4;153;0;0;650;0;0;708;0;3;106;193;136;76;16;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;539;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1358;153;650;708;106;193;136;76;16;4;0;0;0;0;1358;0;0;153;0;0
3504800;Bálsamo;3708;0;0;3708;9595;0;0;995;0;0;4677;0;0;4918;0;0;715;1188;1017;570;156;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3689;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9595;995;4677;4918;715;1188;1017;570;156;31;0;0;0;0;9550;13;29;993;0;0
3504909;Bananal;3710;0;22;3710;9942;0;22;1149;0;0;4823;0;13;5119;0;9;806;1123;846;548;214;67;13;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;3538;43;125;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;9942;1149;4823;5119;806;1123;846;548;214;67;13;0;0;0;9515;124;297;1105;9;25
3505005;Barão de Antonina;1336;4;7;1336;3498;11;21;457;0;5;1744;8;10;1754;3;10;312;390;308;203;73;24;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1321;7;5;0;0;0;0;4;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;3498;457;1744;1754;312;390;308;203;73;24;3;0;0;0;3460;13;20;449;3;4
3505104;Barbosa;2108;0;0;2108;5632;0;0;721;0;0;2741;0;0;2891;0;0;427;651;505;322;108;44;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2057;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5632;721;2741;2891;427;651;505;322;108;44;3;0;0;0;5506;0;126;701;0;20
3505203;Bariri;11744;0;36;11744;31527;0;53;3727;0;0;15445;0;29;16082;0;23;2206;3681;2979;1868;629;180;34;3;0;0;0;0;0;0;0;0;0;0;0;0;24;3;6;0;0;0;0;0;0;0;11647;7;83;0;0;0;0;0;0;0;0;0;30;3;3;0;0;0;0;0;0;0;0;31527;3727;15445;16082;2206;3681;2979;1868;629;180;34;3;0;0;31331;30;161;3710;0;15
3505302;Barra Bonita;12891;0;76;12891;34240;14;82;3276;0;0;16463;5;59;17777;6;20;2277;4220;3452;1984;637;152;30;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;0;0;0;0;0;12830;3;38;0;0;0;0;0;0;0;0;0;56;5;15;0;0;0;0;0;0;0;0;34240;3276;16463;17777;2277;4220;3452;1984;637;152;30;0;0;0;34101;32;95;3259;0;10
3505351;Barra do Chapéu;1876;0;0;1876;5179;0;0;701;0;0;2683;0;0;2496;0;0;329;578;473;320;103;28;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1862;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5179;701;2683;2496;329;578;473;320;103;28;6;0;0;0;5142;24;12;695;3;0
3505401;Barra do Turvo;2562;0;7;2562;6833;0;7;894;0;0;3459;0;4;3374;0;3;543;789;561;373;136;29;6;0;3;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;2554;0;0;4;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;6833;894;3459;3374;543;789;561;373;136;29;6;0;3;0;6821;0;3;893;0;0
3505500;Barretos;46311;3;263;46311;121946;45;268;14399;3;5;58393;15;219;63553;7;43;9567;14503;11139;7404;2487;692;135;18;0;3;0;0;0;0;0;0;0;0;0;0;261;0;0;0;0;0;0;0;0;0;42457;351;3402;31;0;0;0;0;0;0;0;0;37;0;15;0;6;33;41;123;8;0;0;121946;14399;58393;63553;9567;14503;11139;7404;2487;692;135;18;0;3;113670;690;7430;13262;71;1006
3505609;Barrinha;11196;0;0;11196;32086;0;0;4447;0;0;15819;0;0;16267;0;0;1896;2969;3017;2034;806;319;25;6;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10955;32;145;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32086;4447;15819;16267;1896;2969;3017;2034;806;319;25;6;0;3;31530;120;333;4368;11;42
3505708;Barueri;109448;14;113;109448;316209;84;117;42416;0;9;150897;29;87;165312;38;27;19324;29402;26053;22693;7985;1793;361;528;23;498;0;3;0;0;0;0;0;0;0;0;113;0;0;0;0;0;0;0;0;0;72480;5084;31205;509;0;0;0;9;0;0;0;0;0;0;20;0;4;38;8;21;22;0;0;316209;42416;150897;165312;19324;29402;26053;22693;7985;1793;361;528;23;498;214788;16371;82974;28648;1809;11630
3505807;Bastos;7530;3;10;7530;21467;4;10;2531;0;0;10491;0;5;10976;0;5;1123;2226;1952;1415;548;130;26;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;7331;141;48;0;0;0;0;3;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;21467;2531;10491;10976;1123;2226;1952;1415;548;130;26;0;0;0;20960;414;88;2447;71;0
